Security Id,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Business_Summary,Market_Cap,Exchange
VTL,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,"Vardhman Textiles Limited, together with its subsidiaries, manufactures, purchases, and sells textiles and fibres in India and internationally. The company provides specialized greige and dyed yarns in cotton, polyester, acrylic, viscose, specialized fibers, and various blends; fabrics, such as piece dyed, yarn dyed, printed, fiber blends, weaved, and specialty finishes; acrylic fibers; and formal and casual shirts. It is also involved in lending and investing activities; and manufacturing and selling of hot rolled bars, and special and alloy steel products, including carbon steel, case hardening steel, hardening steel, and other products for automotive, engineering, bearing, and allied industries. The company was formerly known as Mahavir Spinning Mills Limited and changed its name to Vardhman Textiles Limited in September 2006. Vardhman Textiles Limited was founded in 1965 and is based in Ludhiana, India.",158704517120.0,NS
MANYAVAR,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,"Vedant Fashions Limited manufactures, trades, and sells wedding and celebration wear in India Nepal, the United States, Canada, the United Arab Emirates, the United Kingdom, and internationally. The company offers kurta sets, indo-western, sherwani sets, jackets, accessories, jodhpuris suits, and short kurtas for men; lehengas, sarees, stitched suits, crop top lehengas, gowns, and accessories for women; and kurta sets, jacket sets, indo-western outfits, child infant, child accessories, girls' ghagra choli, girls' gowns, and girls' frock for children. It provides its products under the Manyavar, Mohey, Twamev, Diwas, and Mebaz brands through franchised stores, multi-brand outlets, large format stores, and e-commerce. Vedant Fashions Limited was founded in 1999 and is headquartered in Kolkata, India.",88405762048.0,NS
VENKEYS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,"Venky's (India) Limited primarily engages in the production and sale of poultry products in India and internationally. It operates through three segments: Poultry and Poultry Products, Animal Health Products, and Oilseed. The Poultry and Poultry Products segment produces and sells day old broiler and layer chicks, pathogen free eggs, processed chicken products, grownup commercial broiler, poultry feed, and other miscellaneous poultry products. Its Animal Health Products segment produces and sells medicines and other health products for birds. The Oilseed segment produces and sells edible refined soya oil and soya de-oiled cake. It also provides nutritional supplements, toxin binders, liver tonics, acidifiers, health promoters, iron tonic, antibiotics, anti-mycoplasma, dewormers, anti-gout, and electrolytes; disinfectants, water sanitizers, cleaners, and equipment; vitamin premixes and prebiotics; sports and medical nutrition, therapy products; egg powders; vaccines; and feed supplements. In addition, it provides PDRC; IMPT; and import and export services. The company was formerly known as Western Hatcheries Limited. Venky's (India) Limited was incorporated in 1976 and is based in Pune, India. Venky's (India) Limited is a subsidiary of Venkateshwara Hatcheries Private Limited.",18607962112.0,NS
VENTIVE,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,"Ventive Hospitality Limited engages in the hotel and resorts operations in India and internationally. It operates through three segments: Hospitality, Commercial Leasing, and Others. The company is also involved in the leasing of commercial spaces; operation of a retail mall; and operation of windmills. It also operates restaurants under the Alto Vino, Tao Fu, and Ukiyo brand name; and food and beverages outlets under Ithaa name. The company was incorporated in 2002 and is based in Pune, India.",155818967040.0,NS
VENUSPIPES,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,"Venus Pipes and Tubes Limited manufactures and sells stainless-steel pipes and tubes worldwide. The company offers stainless steel high precision and heat exchanger tubes, hydraulic and instrumentation tubes, seamless pipes, welded pipes, and LSAW pipes. It distributes its products through direct supply, stockists, traders, and selected marketing representatives to the chemical, engineering, fertilisers, pharmaceutical, power, food processing, paper, oil and gas, paint, defence, aerospace, and other industries. The company also exports its products. Venus Pipes and Tubes Limited was incorporated in 2015 and is headquartered in Gandhidham, India.",20844902400.0,NS
VERANDA,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,"Veranda Learning Solutions Limited develops and manages an integrated educational technology platform in India. Its leaning solutions include online, offline hybrid, and blended models for students, aspirants, graduates, professionals, and corporate employees under the Edureka, Edureka Learning Center, J.K. Shah Classes, Veranda HigherEd, Veranda IAS, Veranda RACE, PHIRE, SmartBridge, Six Phrase, BAssure Solutions, Talent Academy & Publications, Veranda Press, Veranda K12, Tapasya, and Logic platform brand names. The company provides K-12, and undergraduate courses, as well as higher education courses that offers management, technology, leadership, and marketing courses. It also offers exam preparation programs, including civil services, banking, government jobs, law entrance, and professional commerce qualification exams; and professional skill development programs, such as technical upskilling, soft skills, and employability training courses. Veranda Learning Solutions Limited was incorporated in 2018 and is based in Chennai, India.",13584068608.0,NS
VESUVIUS,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,"Vesuvius India Limited manufactures and sells refractory products in India. It offers monoblock stoppers, ladle shrouds, sub-entry nozzles, tundish nozzles, sub-entry shrouds, purge plugs, slide gate plates, collector nozzles, slide gate machines, and machine parts assembly; gunning and shortcrete refractory, insulating and conventional castables, self-flow castables, ultra-low cement and low cement castables, mortars, no cement castables, precast shapes, and taphole clay, as well as crucibles. It exports its products. The company was incorporated in 1991 and is headquartered in Kolkata, India. Vesuvius India Limited is a subsidiary of Vesuvius Group Limited, United Kingdom.",99432005632.0,NS
VETO,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,"Veto Switchgears and Cables Limited, together with its subsidiaries, engages in the manufacture and sale of wires and cables, and electrical accessories in India and internationally. It operates through Wire and Cables, Lighting & Fittings, and Accessories & Others segments. The company offers modular switches; LED lightning, including slim LED panel, concealed light, deep light, spotlight, flood light, streetlight, strip light, rope light, LED bulb, LED tube light, wall and track light, and surface panel; and wire and cables, comprising Vimal multi strand cables, Veto multistrand cables, and Vimal flexible wire. It also provides fans, such as ceiling, wall, pedestal, and table fans; MCB and distribution board, which includes circuit breaker, distribution panels, isolator, and AC box. In addition, the company offers bells and extension cords, which comprise ding dong, stereo, and multi tune bells, as well as extension cords. The company markets its products under the VETO and VIMAL POWER brand names through a network of dealers and distributors. Veto Switchgears and Cables Limited was founded in 1967 and is based in Jaipur, India.",1861987968.0,NS
VSTL,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,"Vibhor Steel Tubes Limited engages in the manufacture and sale of steel pipes and tubes in India. It offers mild steel/carbon electric resistance welded black and galvanized pipes, hollow section tubes and steel pipes, primer painted pipes, crash barriers, and cold rolled steel strips/coils. The company serves aerospace, shipbuilding, construction, power plant, oil and gas, and refinery industries. Vibhor Steel Tubes Limited was incorporated in 2003 and is based in Hisar, India.",2130240896.0,NS
VIDHIING,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,"Vidhi Specialty Food Ingredients Limited engages in the manufacture and trading of synthetic food colors. The company offers synthetic water-soluble colors, aluminum lakes, FD&C colors and lakes, D&C colors, cosmetic colors, natural colors, blends, and co-blended lakes and granules, as well as color for personal and home care. It operates in India, rest of Asia, Europe, South Africa, the Middle East, the United States, and internationally. The company was formerly known as Vidhi Dyestuffs Manufacturing Limited and changed its name to Vidhi Specialty Food Ingredients Limited in August 2016. Vidhi Specialty Food Ingredients Limited was incorporated in 1994 and is based in Mumbai, India.",13908417536.0,NS
VIJAYA,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,"Vijaya Diagnostic Centre Limited provides diagnostic services for patients in India. The company offers laboratory services, including clinical pathology, microbiology, haematology, serology, histopathology, cytogenetics, biochemistry, molecular diagnostics, CT scan, magnetic resonance imaging (MRI) scan, ultrasound, X-ray, cardiology, gastroenterology, nuclear medicine and PET/CT, and MRI-3T services. It also provides health checkups and home sample collection services. Vijaya Diagnostic Centre Limited was founded in 1981 and is based in Hyderabad, India.",96537690112.0,NS
VIMTALABS,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology","Vimta Labs Limited provides contract research and testing services in India and internationally. The company offers drug discovery, development, and drug life cycle management support services in the areas of preclinical research, clinical research, and analytical services for biopharmaceutical companies; preclinical research and testing services for medical device companies; and contract research and testing for agrochemical and specialty chemical companies. It also provides food testing and analytical development services to support manufacturers, processors, farmers, retailers, traders, exporters, and regulators; and a testing laboratory for water, alcoholic, and non-alcoholic beverages. In addition, the company offers environmental regulatory services, such as impact assessments and post project monitoring, to various industries, including power, infrastructure, cement, oil and gas, and mining, etc.; and EMI/EMC testing for electronic and electrical products/components. It provides solutions to agriculture, biologics and biosimilars, home and personal care, medical device, specialty chemicals, food, electrical and electronics, nutraceuticals, water and beverages, pharmaceuticals, crop care, environment, health and safety, and packaging industries. Vimta Labs Limited was founded in 1984 and is headquartered in Hyderabad, India.",19332773888.0,NS
VINATIORGA,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,"Vinati Organics Limited manufactures and sells specialty organic intermediaries and monomers in India and internationally. The company offers specialty monomers comprising 2-acrylamido 2-methylpropane sulphonic acid, sodium salt of 2-acrylamido-2-methylpropane sulphonic acid, N-tertiary butyl acrylamide, and N-tertiary octyl acrylamide. It also provides specialty aromatics, including iso butyl benzene used as a basic raw material in the pharmaceutical and perfume industries; normal butyl benzene that is used in the production of N-aryl azoles; secondary butyl benzene and 3-phenylpentane that are used in perfumery and flavor industries; tertiary amyl benzene, which is used as an ingredient of electrolytes in batteries; C10 aromatic solvent used in the paints and coatings, agrochemicals, and printing inks; and 4-Butylaniline used in the water treatment chemical in corrosion inhibition. In addition, the company offers ortho tertiary butyl phenol use to produce perfumery products; ortho sec butyl phenol; para tertiary butyl phenol used in the production of epoxy, polycarbonate resins, and curing agents; and 2,4-Di tertiary butyl phenol and 2, 6-Di tertiary butyl phenol used to manufacture anti-oxidants. Further, it provides other specialty products, which includes isohexane; methyl-4-tertiary butyl benzoate; para tertiary butyl benzoic acid; isobutylene; methanol; high purity-methyl tertiary butyl ether; tertiary-butylamine; and mixed hexene. Additionally, the company offers miscellaneous polymers, including vintreat polymer, VINPLAST 245, VINFLOW HT, and vintreat-PA; Potassium Bicarbonate; and antioxidants, as well as mehq, guaiacol, anisole, para tertiary amyl phenol, 4-methoxy acetophenone, and tertiary amyl alcohol. It serves pharmaceuticals, personal care and cosmetics, food and beverage, polymers and resins, agrochemicals. Vinati Organics Limited was incorporated in 1989 and is headquartered in Mumbai, India.",148400996352.0,NS
VINDHYATEL,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,"Vindhya Telelinks Limited engages in the manufacture and sale of cables in India. The company operates in two segments, Cable Manufacturing; and Engineering, Procurement, and Construction (EPC). It offers fiber optic cables, such as aerial, underground duct, micro duct, micromodule, FTTX, specialty, and indoor cables. The company also provides telecom fiber accessories, such as connectors, adapters, pig tail, path cord, fiber management, and joint closure. In addition, it offers copper cables comprising foam skin/solid PE insulated jelly filled telephone cables, self-supporting aerial figure 8 type telephone cables, underground jelly filled quad cables, signaling cables, jumper wires, and electroplated tinned copper wires. Further, the company provides power cables, such as LT aerial bunched, instrumentation, control, and sheathed and unsheathed PVC insulated industrial cables, as well as solar PV cables and E-beam irradiated cables. Additionally, it offers EPC services, which comprise engineering, design, supply, construction, installation, testing, and commissioning services for telecom, FTTH, power, and gas pipeline projects; and LED lighting solutions under the BIRLA LED brand. The company also exports its products. Vindhya Telelinks Limited was incorporated in 1983 and is based in Gurugram, India.",13341702144.0,NS
VINCOFE,Services,Services,Commercial Services & Supplies,Trading & Distributors,"Vintage Coffee and Beverages Limited, through its subsidiaries, primarily engages in the manufacture, export, and sale of coffee and beverage products in India and internationally. It also involved in dealing of information technology products. The company was formerly known as Spaceage Products Limited and changed its name to Vintage Coffee and Beverages Limited in July 2021. Vintage Coffee and Beverages Limited was incorporated in 1980 and is based in Secunderabad, India.",19132508160.0,NS
VEEDOL,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,"Veedol Corporation Limited, together with its subsidiaries, engages in the manufacturing and marketing of lubricants under the Veedol brand in India. It offers automotive lubricants, including two-wheeler, passenger car motor, commercial vehicle, tractor, off-highway, and gear and transmission oils, as well as greases, EV fluids, and OEM oils. The company also offers industrial lubricants comprising hydraulic and circulation, spindle, turbine, heavy-duty hydraulic, compressor, refrigeration compressor, steam cylinder, industrial gear, slideway, mill roll, pneumatic tool, and transmission oils; thermic and automotive fluids; lithium soap and complex greases, graphite, calcium complex, and high-temperature greases; and cardium compounds, industrial-speciality range, and coolants. In addition, it provides vehicle care products, such as additives range, appearance enhancers, cleaners and degreasers, lubricants, and rust penetrants. Further, it engages in the wind energy business. The company's distribution network consists of distributors, retail outlets, and workshops. It operates in Europe, the Americas, the Middle East, Africa, the Asia Pacific, and South Asia. The company was formerly known as Tide Water Oil Co. (India) Limited and changed its name to Veedol Corporation Limited in September 2024. Veedol Corporation Limited was incorporated in 1921 and is based in Kolkata, India.",22830895104.0,NS
VIPIND,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,"V.I.P. Industries Limited manufactures and retails luggage, backpacks, handbags, and accessories in India and internationally. The company offers hard luggage, soft luggage, duffle bags, backpacks, business satchels, and ladies' handbags. It sells its products under the VIP, Caprese, Carlton, Skybags, Alfa, and Aristocrat brands through exclusive brand outlets and e-commerce platforms. The company also exports its products. V.I.P. Industries Limited was incorporated in 1968 and is headquartered in Mumbai, India.",47940116480.0,NS
VISHNU,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,"Vishnu Chemicals Limited engages in the manufacture and sale of chromium chemicals in India. The company offers chromium chemicals, such as sodium dichromate, basic chromium sulphate, chromic acid, chrome oxide green, white sodium sulphate, and potassium dichromate; and barium barium carbonate, precipitated barium sulphate, and sodium sulphide. Its products are used in pharmaceuticals, consumer goods, glass, pigments and dyes, leather, automobiles, and wood preservatives markets. The company also supplies its products to Asia, China, South East Asia, Europe, the United Kingdom, North America, South and Central America, Africa, and internationally. Vishnu Chemicals Limited was incorporated in 1989 and is headquartered in Hyderabad, India.",34859216896.0,NS
VBL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,"Varun Beverages Limited, together with its subsidiaries, manufactures, bottles, sells, and distributes beverages under the PepsiCo brands in India, Sri Lanka, Nepal, Zambia, Morocco, Zimbabwe, the Democratic Republic of Congo, Mozambique, South Africa, Lesotho, Eswatini, Namibia, and Botswana. The company offers carbonated soft drinks under the Pepsi, Pepsi Zero, Mountain Dew, Mirinda, and Seven-Up brands, as well as the Refreshhh, Coo-ee, and Jive brands; fruit pulp and juice-based drinks under the Slice, Tropicana, Tropicana Delight, and Seven-Up Nimbooz brands; club sodas under the Evervess and Duke's brands; and energy drinks under the Sting, Adrenaline Rush, and Rockstar brands. It also provides sports drinks under the Gatorade brand; carbonated juice-based drinks under the Seven-Up Nimbooz Masala Soda brand; ice-tea under the Lipton brand; packaged drinking water under the Aquafina and Aquavess brands, as well as the Refreshhh and Aquaclear brands; and snacks under the FritoLay, Cheetos, Doritos, Simba, and Kurkure brands. In addition, the company offers energy drinks under the Reboost Energy brand; and value-added dairy-based beverages under the Cream Bell brand. Varun Beverages Limited was incorporated in 1995 and is based in Gurugram, India.",1403907342336.0,NS
VLSFINANCE,Financial Services,Financial Services,Finance,Investment Company,"VLS Finance Limited, together with its subsidiaries, provides stock broking services in India. The company is involved in the investment and sale/purchase of shares/securities and derivatives. It also provides proprietary investments and equity research; and corporate consulting and advisory services. In addition, the company offers investment banking services, such as determination of the issue size and pricing; drafting of the offer document and filling the same with the authorities for approval; co-ordination with various regulatory authorities and private agencies during the issue; chalking out a successful strategy for marketing of the issue; and selection of the right market timing. VLS Finance Limited was incorporated in 1986 and is based in New Delhi, India.",7251609600.0,NS
VEDL,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,"Vedanta Limited, a diversified natural resources company, explores, extracts, and processes minerals, and oil and gas in India, Europe, China, the United States, Mexico, and internationally. The company operates through seven reportable segments: Copper, Aluminium, Iron Ore, Power, Zinc India, Zinc International, Oil and Gas, and Others. It explores, produces, and sells oil and gas, zinc, lead, silver, copper, aluminum, steel, pig iron, chrome ores, and metallurgical coke. The company also operates a thermal coal-based commercial power facility of 600 megawatts (MW) at Jharsuguda in Odisha; a 1,200 MW thermal coal-based power plants in the Chhattisgarh; 1,980 MW thermal coal- based commercial power facilities in Punjab; wind power plants; a 1,000 MW coal-based power plant at Nellore, Andhra Pradesh; and power plants located at Mettur Dam in the state of Tamil Nadu in southern India. In addition, it manufactures and supplies billets, TMT bars, wire rods, and ductile iron pipes; mechanizes coal handling facilities and upgrades general cargo berth for handling coal at the outer harbor of Visakhapatnam Port on the east coast of India; offers port/berth services; and manufactures glass substrates, semiconductor, display glass panels, ferro alloys, and slag cements. The company was formerly known as Sesa Sterlite Limited and changed its name to Vedanta Limited in March 2015. The company was founded in 1954 and is headquartered in Mumbai, India.",2653648060416.0,NS
VOLTAMP,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,"Voltamp Transformers Limited manufactures and sells electrical transformers in India. It offers oil filled transformers, cast resin transformers, unitized sub-stations, induction furnace transformers, compact sub stations, and ring main units. The company also provides various services related to transformers and electrical systems, including spares; asset management; diagnostic and condition monitoring; factory overhaul, repair, and refurbishment/capacity enhancement; customer training on site/virtual; retrofit and uprate; onsite overhauling; trouble shooting/emergency; and retro-fill services. It serves government and semi-government projects, refineries, fertilizer plants, cement, steel, chemical, pharmaceuticals, papers, and other industries, as well as state electricity boards. The company also exports its products. Voltamp Transformers Limited was founded in 1963 and is headquartered in Vadodara, India.",88271872000.0,NS
VPRPL,Industrials,Construction,Construction,Civil Construction,"Vishnu Prakash R Punglia Limited engages in engineering, procurement, and construction of infrastructure projects in India. It undertakes various projects, including water supply and sewerage networks; railways, highways, and bridges; roads; irrigation network projects; multistorey buildings and warehouses; and tunnels in hydropower, railways, metro rail, roads, and highways, as well as operation and maintenance works. The company is also involved in development of multi-dimensional smart city projects; and automation work involving OLC and SCADA. It serves central and state government, local bodies, public sector companies, world bank projects, and private bodies. Vishnu Prakash R Punglia Limited was founded in 1986 and is based in Jodhpur, India.",4919299072.0,NS
VMM,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,"Vishal Mega Mart Limited engages in the wholesale, trading, and retail of apparel, fast moving consumer goods, and general merchandise in India. Its apparel product portfolio includes a range of t-shirts, shirts, denims, athletic and leisure wear, night wear, innerwear, western wear, formal wear, and ethnic wear for men, women, children, and infants; and general merchandize products comprises home appliances, crockeries and utensils, home products and furnishings, toys, stationery products, travel products and footwear, and other products. The company's fast-moving consumer goods include food products, such as biscuits, savoury snacks, noodles, and tea and coffee products; staples, such as mustard oil, soya oil, clarified butter, and spices; and non-food products comprising baby diapers, hair oil, sanitary pads, handwash, and other products. It sells its products through its stores, mobile application, and website under third party and its brand names. The company was incorporated in 2018 and is based in Gurugram, India. Vishal Mega Mart Limited is a subsidiary of Samayat Services LLP.",504217042944.0,NS
VRLLOG,Services,Services,Transport Services,Logistics Solution Provider,"VRL Logistics Limited operates as a logistics and transport company in India. The company offers services for the transportation of goods using a range of road transportation solutions, such as less than full truck load and full truck load; and provides courier services for the transportation of small parcels and documents through multi-model solutions. It also provides vehicles for outdoor branding. The company was formerly known as Vijayanand Roadlines Ltd. and changed its name to VRL Logistics Limited in August 2006. VRL Logistics Limited was founded in 1976 and is based in Hubli, India.",43358134272.0,NS
VSTIND,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,"VST Industries Limited engages in the manufacturing, trading, and marketing of cigarettes, tobacco, and tobacco products in India and internationally. It sells unmanufactured tobacco. The company was formerly known as Vazir Sultan Tobacco Company Limited and changed its name to VST Industries Limited in April 1983. VST Industries Limited was incorporated in 1930 and is based in Hyderabad, India.",38416900096.0,NS
VSTTILLERS,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Tractors,"V.S.T. Tillers Tractors Limited manufactures and trades agricultural machinery in India and internationally. The company offers power tillers, power weeders, power reapers, brush cutters, and tractors; spare parts, lubricants, diesel engines, and electric pumps; crankshafts, camshafts, and connecting rods; cylinder blocks and heads; locomotive parts; rotary tillers; crankcase and transmission case; precision components, including engine components, locomotive and braking, metro components, light engineering components, and rotary assemblies; precision implements comprising sprayers and rotary tillers; and source electric products. It also provides harvesters, binders, transplanters/planters, trench cutters, and front-end loaders. The company markets its products under the VST FIELDTRAC brand through a network of dealers, distributors, and retailers to small and marginal farmers. V.S.T. Tillers Tractors Limited was incorporated in 1967 and is headquartered in Bengaluru, India.",45766582272.0,NS
WAAREEENER,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,"Waaree Energies Limited manufactures and exports solar photovoltaic modules for residential, commercial, industrial, and institutional projects. It operates through three segments: Solar Photovoltaic Module Manufacturing, EPC and O&M Solutions, and the Independent Power Producer. The company offers HJT, TOPCon, mono PERC, polycrystalline, flexible, and special modules; off-grid and on-grid inverters; and solar products, such as solar streetlights, water heaters, and water pumps. It also provides engineering, procurement, and construction solutions; and operation and maintenance services; and operates as an independent power producer, which generates renewable energy. The company was founded in 1989 and is based in Mumbai, India.",916078723072.0,NS
WAAREERTL,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,"Waaree Renewable Technologies Limited engages in the generation of power through renewable energy sources in India. The company offers ground mounted solar; capex model; resco opex; rooftop solar; floating solar; and operations and maintenance solutions. It also provides engineering, procurement, and construction (EPC) services. The company serves the individual, industrial, and commercial sectors. The company was formerly known as Sangam Renewables Limited and changed its name to Waaree Renewable Technologies Limited in July 2021. The company was incorporated in 1999 and is headquartered in Mumbai, India. Waaree Renewable Technologies Limited operates as a subsidiary of Waaree Energies Limited.",90170417152.0,NS
WALCHANNAG,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,"Walchandnagar Industries Limited operates as a heavy engineering and project execution company in India and internationally. It operates through Heavy Engineering; Foundry and Machine Shop; and Others segments. The company offers booster motor casings and nozzles for aerospace applications; and design, engineering, manufacture, supply, project management, and supervision services for cement plant equipment and clinker grinding units. It also provides custom made solutions for modernization/retrofitting of existing plants; strategic articles, tactical missiles, and platform-based equipment for the defense sector; high and low speed, heavy-duty planetary, hydel, and heavy-duty marine gear boxes; missiles; and precision instruments and components, including pressure and temperature gauges, pressure transmitters, pressure switches, thermowells, diaphragm seals, and accessories under the TIWIN brand. In addition, the company offers centrifugal machines; equipment for various nuclear power plants; industrial boilers and steam generators; and equipment for onshore production facilities, refineries, and petrochemical and fertilizer plants, as well as undertakes turnkey sugar projects, and installation and integration activities for nuclear power plants. Further, the company manufactures and sells grey and ductile iron castings; offers consulting engineering services in the areas of nuclear and thermal plants, oil and gas, submarines and ships; and design engineering and complex projects execution, special purpose machines, and research and development projects. Walchandnagar Industries Limited was incorporated in 1908 and is based in Pune, India.",10186485760.0,NS
WEBELSOLAR,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,"Websol Energy System Limited manufactures and sells solar photovoltaic (PV) cells and modules in India. The company was formerly known as Websol Energy Systems Ltd. and changed its name to Websol Energy System Limited in October 2011. The company was incorporated in 1990 and is based in Falta, India.",26256566272.0,NS
WEIZMANIND,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,"Weizmann Limited engages in the textile processing business in India and Africa. It provides cotton voiles, pracales, and african prints. The company was formerly known as Weizmann Industries Ltd and changed its name to Weizmann Limited in 1994. Weizmann Limited was incorporated in 1985 and is based in Mumbai, India.",1240127872.0,NS
WELCORP,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,"Welspun Corp Limited, together with its subsidiaries, manufactures, trades in, distributes, and sells steel pipes, tubes, bars, coils, and plates in India, the United States, and internationally. It operates through Steel Products and Others segments. The company offers carbon steel line pipes comprising longitudinal submerged arc welding, helically submerged arc welding, high frequency welding, bends, and anti-corrosion and concrete weight coating; ductile iron pipes; thermo-mechanically treated bars and billets; pig iron products; stainless steel and alloy products; water storage tanks; industrial containers; SMC panel tanks; electrical enclosures; and uPVC doors and interiors. It also provides plastic products; basic precious and non-ferrous metals; prefabricated structures, infra project services, and turnkey projects; custom moulded products; polymers and its products; PVC/CPVC pipes and fittings for water supply; water pipes; and billet, rolled bar, black bar, ingot, bloom, and seamless pipes and tubes. The company's products are used in onshore and offshore oil, gas, and water transmission; gas distribution; households, commercial buildings, and institutional settings; hydrogen pipelines; and nuclear, space, defence, power and energy, and petrochemicals sectors. Welspun Corp Limited was formerly known as Welspun Gujarat Stahl Rohren Limited and changed its name to Welspun Corp Limited in April 2010. The company was incorporated in 1995 and is headquartered in Mumbai, India.",216645959680.0,NS
WELENT,Industrials,Construction,Construction,Civil Construction,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It develops and operates infrastructure for road transport, water, tunneling, and rehabilitation; hybrid annuity model and build; operate and transfer; and oil and gas exploration activities. The company is engaged in carrying out operation and maintenance activities, as well as water transmission and distribution, water, and wastewater treatment businesses. Welspun Enterprises Limited was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. The company was incorporated in 1994 and is based in Mumbai, India.",63857844224.0,NS
WENDT,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,"Wendt (India) Limited, together with its subsidiaries, manufactures, sells, and services super abrasives, high precision grinding, honing, special purpose machines, and precision components in India and internationally. The company operates through Super Abrasives; Machines and Accessories; Precision Products; and Other segments. It offers super abrasives products, such as resin and metal bonds, quantapol hybrid wheels, vitrified bonds, electroplated bonds, rotary diamond dressers, dressing blocks, hones, stationary diamond dressers, PCD wear parts, brazed products, fine grinding wheels, and diamond segments and pellets. The company also provides allied products, including machine refurbishing, accessories and equipment, finishing films, and floking; grinding and profiling dressing machines, double disc, TC ring, and 3D printing machines; and precision products comprising ferrous parts, non ferrous precision parts, and 3D printable ceramic materials. In addition, it offers single point, natural point diamond, chisel type, cluster type, multi point indexable, blade type, and MCD-blade type diamond dressers; and resin bond diamond wheels, electroplated diamond mounted points, chatur diamond disc, electroplated files, dressing stones, and diamond lapping compounds, as well as trading products. The company servers its products to automotive and auto-ancillaries, cutting tool, steel, bearing, aerospace, glass, and ceramics and refractory industries. Wendt (India) Limited was incorporated in 1980 and is headquartered in Hosur, India.",13514000384.0,NS
WELSPUNLIV,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,"Welspun Living Limited manufactures and sells home textile products in India and internationally. It operates through two segments, Home Textiles and Flooring. The company offers bedding solutions, including utility and fashion bedding, and bed sheet products; and spunlace, needle punch, and wet wipes. It also provides bath solutions, such as towels, bathrobes, and bathroom rugs, as well as mats, area rugs, and carpets. In addition, the company offers flooring products comprising SPC, and grass tiles, and wall to wall carpets, as well as rugs and artificial grass. Further, it is involved in power generation; home textile product trading; and real estate business. It offers its products under the owned and licensed brands, such as Christy, Spaces, Welspun, Welspun Flooring, SPUN, Welhome, and Martha Stewart. The company was formerly known as Welspun India Limited and changed its name to Welspun Living Limited in September 2023. Welspun Living Limited was incorporated in 1985 and is headquartered in Mumbai, India. Welspun Living Limited is a subsidiary of Welspun Group Master Trust.",110210342912.0,NS
